Customer_ID,Gender,Age,L_O_S,Tariff,Handset
"K332700","男",18,36.166667,"CAT 50","BS110"
"K332720","男",29,20.933333,"CAT 50","S50"
"K332730","女",35,47.333333,"CAT 50","BS110"
"K332750","女",20,12.566667,"CAT 50","CAS30"
"K332760","女",27,22.300000,"CAT 50","WC95"
"K332780","男",30,17.100000,"CAT 50","BS110"
"K332800","男",48,37.533333,"CAT 50","S50"
"K332810","男",15,42.633333,"CAT 50","S50"
"K332820","男",14,53.300000,"CAT 50","BS110"
"K332830","男",41,38.400000,"CAT 50","CAS30"
"K332840","男",24,43.166667,"CAT 50","S50"
"K332850","女",23,30.566667,"CAT 50","WC95"
"K332860","男",15,27.033333,"CAT 50","BS110"
"K332870","男",25,15.133333,"CAT 50","S50"
"K332880","男",57,57.966667,"CAT 50","S50"
"K332890","男",19,11.400000,"CAT 50","S50"
"K332900","女",26,40.100000,"CAT 50","WC95"
"K332910","女",41,18.266667,"CAT 50","WC95"
"K332920","男",39,52.633333,"CAT 50","S50"
"K332950","男",23,22.600000,"CAT 50","S50"
"K332970","女",33,31.133333,"CAT 50","WC95"
"K332990","男",44,43.900000,"CAT 50","S50"
"K333000","男",29,43.433333,"CAT 50","BS110"
"K333010","男",29,46.833333,"CAT 50","S50"
"K333020","男",19,10.933333,"CAT 50","CAS30"
"K333030","女",50,45.666667,"CAT 50","BS110"
"K333040","女",38,37.033333,"CAT 50","WC95"
"K333080","男",39,40.066667,"CAT 50","S50"
"K333090","男",22,24.033333,"CAT 50","S50"
"K333100","女",21,53.500000,"CAT 50","BS110"
"K333120","男",16,14.200000,"CAT 50","BS110"
"K333130","男",20,30.733333,"CAT 50","S50"
"K333140","女",18,42.400000,"CAT 50","WC95"
"K333150","女",19,42.333333,"CAT 50","WC95"
"K333160","女",31,30.733333,"CAT 50","WC95"
"K333170","女",41,16.833333,"CAT 50","BS110"
"K333180","女",58,24.633333,"CAT 50","WC95"
"K333200","男",17,41.533333,"CAT 50","S50"
"K333210","女",36,57.700000,"CAT 50","BS110"
"K333230","女",29,36.800000,"CAT 50","WC95"
"K333270","男",44,18.300000,"CAT 50","S50"
"K333280","女",39,31.633333,"CAT 50","BS110"
"K333290","女",17,49.366667,"CAT 50","WC95"
"K333300","女",36,33.800000,"CAT 50","WC95"
"K333310","男",23,31.066667,"CAT 50","S50"
"K333330","男",17,25.933333,"CAT 50","S50"
"K333340","男",16,47.366667,"CAT 50","BS110"
"K333350","男",25,15.800000,"CAT 50","CAS30"
"K333360","女",35,30.366667,"CAT 50","WC95"
"K333380","女",32,42.533333,"CAT 50","BS110"
"K333390","女",35,37.100000,"CAT 50","CAS30"
"K333400","女",19,41.800000,"CAT 50","WC95"
"K333410","女",40,17.566667,"CAT 50","BS110"
"K333430","女",15,54.333333,"CAT 50","WC95"
"K333450","男",28,43.500000,"CAT 50","BS110"
"K333460","男",32,49.766667,"CAT 50","S50"
"K333490","女",20,18.233333,"CAT 50","BS110"
"K333510","男",47,47.266667,"CAT 50","S50"
"K333540","女",16,32.466667,"CAT 50","WC95"
"K333560","女",20,47.800000,"CAT 50","BS110"
"K333570","女",20,28.100000,"CAT 50","WC95"
"K333580","男",38,53.100000,"CAT 50","S50"
"K333590","女",35,55.300000,"CAT 50","WC95"
"K333600","男",21,44.100000,"CAT 50","S50"
"K333610","男",13,23.833333,"CAT 50","S50"
"K333620","男",30,34.666667,"CAT 50","S50"
"K333630","男",28,49.433333,"CAT 50","BS110"
"K333640","女",13,13.133333,"CAT 50","WC95"
"K333650","男",64,38.833333,"CAT 50","S50"
"K333680","男",29,23.300000,"CAT 50","BS110"
"K333690","男",44,26.566667,"CAT 50","S50"
"K333700","女",48,23.066667,"CAT 50","WC95"
"K333720","女",26,41.300000,"CAT 50","WC95"
"K333730","男",15,45.466667,"CAT 50","S50"
"K333750","女",38,43.000000,"CAT 50","BS110"
"K333760","男",40,30.066667,"CAT 50","S50"
"K333770","男",33,54.066667,"CAT 50","S50"
"K333800","女",16,19.866667,"CAT 50","WC95"
"K333810","男",16,41.300000,"CAT 50","S50"
"K333830","男",14,37.066667,"CAT 50","CAS30"
"K333840","男",35,23.333333,"CAT 50","S50"
"K333850","女",33,20.600000,"CAT 50","WC95"
"K333860","男",38,23.933333,"CAT 50","CAS30"
"K333870","男",52,12.066667,"CAT 50","S50"
"K333880","女",23,57.966667,"CAT 50","WC95"
"K333890","男",16,14.900000,"CAT 50","S50"
"K333900","男",32,11.800000,"CAT 50","S50"
"K333910","女",18,15.000000,"CAT 50","BS110"
"K333930","男",12,36.600000,"CAT 50","BS110"
"K333950","女",25,19.000000,"CAT 50","WC95"
"K333960","男",40,47.233333,"CAT 50","S50"
"K333980","男",48,14.433333,"CAT 50","S50"
"K333990","女",23,15.266667,"CAT 50","BS110"
"K334000","女",28,32.633333,"CAT 50","WC95"
"K334010","男",25,23.966667,"CAT 50","BS110"
"K334020","男",45,28.533333,"CAT 50","S50"
"K334030","女",34,56.933333,"CAT 50","WC95"
"K334040","女",16,19.466667,"CAT 50","WC95"
"K334050","男",36,52.266667,"CAT 50","S50"
"K334060","男",27,22.566667,"CAT 50","S50"
"K334070","女",61,42.833333,"CAT 50","BS110"
"K334080","女",12,17.066667,"CAT 50","WC95"
"K334090","男",49,27.000000,"CAT 50","S50"
"K334100","男",37,30.800000,"CAT 50","S50"
"K334110","男",25,13.033333,"CAT 50","S50"
"K334120","男",25,45.233333,"CAT 50","S50"
"K334130","女",40,12.266667,"CAT 50","BS110"
"K334160","男",12,29.466667,"CAT 50","BS110"
"K334170","男",35,55.133333,"CAT 50","S50"
"K334190","女",12,55.733333,"CAT 50","WC95"
"K334200","男",28,24.500000,"CAT 50","BS110"
"K334210","女",67,39.900000,"CAT 50","WC95"
"K334220","女",21,40.366667,"CAT 50","WC95"
"K334230","男",46,15.133333,"CAT 50","S50"
"K334240","女",46,58.066667,"CAT 50","WC95"
"K334250","男",17,25.100000,"CAT 50","S50"
"K334270","男",23,16.200000,"CAT 50","S50"
"K334280","女",16,21.066667,"CAT 50","CAS30"
"K334300","女",14,57.866667,"CAT 50","CAS30"
"K334320","女",18,33.700000,"CAT 50","WC95"
"K334330","女",45,28.666667,"CAT 50","BS110"
"K334340","女",17,46.733333,"CAT 50","WC95"
"K334350","女",46,52.366667,"CAT 50","WC95"
"K334370","女",34,49.766667,"CAT 50","BS110"
"K334380","女",13,31.200000,"CAT 50","BS110"
"K334390","女",16,43.800000,"CAT 50","WC95"
"K334400","男",70,23.733333,"CAT 50","S50"
"K334410","男",28,21.366667,"CAT 50","BS110"
"K334420","男",37,50.633333,"CAT 50","S50"
"K334440","男",15,43.566667,"CAT 50","S50"
"K334450","男",36,39.900000,"CAT 50","S50"
"K334460","女",14,22.266667,"CAT 50","BS110"
"K334470","女",29,48.766667,"CAT 50","BS110"
"K334480","男",27,55.933333,"CAT 50","S50"
"K334490","女",23,50.900000,"CAT 50","BS110"
"K334500","女",15,53.366667,"CAT 50","WC95"
"K334510","女",39,41.966667,"CAT 50","BS110"
"K334520","男",18,22.000000,"CAT 50","BS110"
"K334530","男",35,16.166667,"CAT 50","S50"
"K334540","男",16,54.166667,"CAT 50","BS110"
"K334550","男",41,25.400000,"CAT 50","S50"
"K334560","女",14,12.033333,"CAT 50","BS110"
"K334580","女",21,15.000000,"CAT 50","WC95"
"K334590","男",17,12.100000,"CAT 50","BS110"
"K334600","女",22,11.900000,"CAT 50","BS110"
"K334610","男",36,23.000000,"CAT 50","S50"
"K334630","女",17,16.933333,"CAT 50","BS110"
"K334640","男",25,55.100000,"CAT 50","S50"
"K334650","女",39,55.700000,"CAT 50","BS110"
"K334660","男",22,26.533333,"CAT 50","S50"
"K334670","男",12,55.300000,"CAT 50","BS110"
"K334680","男",19,36.133333,"CAT 50","S50"
"K334700","女",18,46.966667,"CAT 50","WC95"
"K334710","女",26,22.600000,"CAT 50","WC95"
"K334730","女",43,11.233333,"CAT 50","BS110"
"K334750","男",34,38.833333,"CAT 50","S50"
"K334770","男",26,32.033333,"CAT 50","S50"
"K334780","男",44,33.966667,"CAT 50","S50"
"K334790","女",31,31.533333,"CAT 50","WC95"
"K334810","女",21,48.466667,"CAT 50","WC95"
"K334820","男",36,32.400000,"CAT 50","S50"
"K334850","女",16,38.933333,"CAT 50","WC95"
"K334860","男",60,30.500000,"CAT 50","S50"
"K334870","男",29,13.600000,"CAT 50","BS110"
"K334880","男",29,56.966667,"CAT 50","S50"
"K334900","男",36,56.900000,"CAT 50","BS110"
"K334930","女",19,51.333333,"CAT 50","WC95"
"K334940","男",42,27.100000,"CAT 50","S50"
"K334960","女",17,33.566667,"CAT 50","WC95"
"K334970","女",56,20.966667,"CAT 50","WC95"
"K334980","男",16,18.600000,"CAT 50","S50"
"K334990","女",37,34.600000,"CAT 50","WC95"
"K335000","男",22,11.800000,"CAT 50","BS110"
"K335010","女",18,54.733333,"CAT 50","WC95"
"K335020","男",43,27.200000,"CAT 50","S50"
"K335030","女",18,55.600000,"CAT 50","WC95"
"K335040","男",43,46.733333,"CAT 50","S50"
"K335060","男",26,26.766667,"CAT 50","S50"
"K335070","女",35,36.066667,"CAT 50","WC95"
"K335080","男",28,46.233333,"CAT 50","BS110"
"K335090","男",47,24.000000,"CAT 50","S50"
"K335100","男",19,46.133333,"CAT 50","S50"
"K335110","女",24,42.433333,"CAT 50","CAS30"
"K335120","女",25,11.833333,"CAT 50","WC95"
"K335130","男",31,42.333333,"CAT 50","BS110"
"K335140","男",32,14.233333,"CAT 50","S50"
"K335150","女",13,45.366667,"CAT 50","CAS30"
"K335170","男",24,40.966667,"CAT 50","S50"
"K335190","女",40,36.066667,"CAT 50","WC95"
"K335200","女",25,16.500000,"CAT 50","BS110"
"K335210","男",23,43.800000,"CAT 50","S50"
"K335220","男",28,41.566667,"CAT 50","S50"
"K335240","男",21,16.266667,"CAT 50","S50"
"K335270","女",20,56.633333,"CAT 50","WC95"
"K335290","女",23,24.333333,"CAT 50","BS110"
"K335300","男",19,35.633333,"CAT 50","BS110"
"K335310","男",53,48.200000,"CAT 50","BS110"
"K335320","女",25,24.533333,"CAT 50","WC95"
"K335330","男",20,29.733333,"CAT 50","S50"
"K335340","男",16,36.533333,"CAT 50","BS110"
"K335350","女",17,31.766667,"CAT 50","BS110"
"K335370","女",25,49.200000,"CAT 50","WC95"
"K335390","女",52,56.400000,"CAT 50","BS110"
"K335400","女",26,22.266667,"CAT 50","WC95"
"K335410","女",28,55.733333,"CAT 50","BS110"
"K335460","男",15,16.766667,"CAT 50","S50"
"K335490","女",17,49.066667,"CAT 50","BS110"
"K335500","男",25,48.900000,"CAT 50","S50"
"K335510","男",22,40.166667,"CAT 50","S50"
"K335520","男",32,40.700000,"CAT 50","S50"
"K335530","男",12,22.566667,"CAT 50","S50"
"K335550","女",61,55.000000,"CAT 50","WC95"
"K335560","男",23,21.800000,"CAT 50","S50"
"K335580","女",53,27.933333,"CAT 50","WC95"
"K335590","女",21,30.366667,"CAT 50","BS110"
"K335600","女",28,22.566667,"CAT 50","WC95"
"K335610","男",32,52.033333,"CAT 50","BS110"
"K335640","女",14,32.500000,"CAT 50","WC95"
"K335650","男",44,44.833333,"CAT 50","S50"
"K335670","女",24,22.666667,"CAT 50","CAS30"
"K335680","女",36,55.166667,"CAT 50","WC95"
"K335700","男",32,34.166667,"CAT 50","S50"
"K335710","女",19,30.666667,"CAT 50","WC95"
"K335720","女",37,41.766667,"CAT 50","WC95"
"K335730","女",68,12.533333,"CAT 50","WC95"
"K335740","男",12,45.266667,"CAT 50","S50"
"K335770","女",37,9.933333,"CAT 50","BS110"
"K335790","女",38,41.233333,"CAT 50","WC95"
"K335830","男",26,15.766667,"CAT 50","CAS30"
"K335840","男",30,17.666667,"CAT 50","BS110"
"K335870","男",29,32.366667,"CAT 50","BS110"
"K335880","男",20,26.766667,"CAT 50","BS110"
"K335900","女",22,35.000000,"CAT 50","BS110"
"K335910","女",19,52.333333,"CAT 50","WC95"
"K335920","女",24,47.366667,"CAT 50","WC95"
"K335930","女",15,37.300000,"CAT 50","WC95"
"K335940","女",35,52.366667,"CAT 50","WC95"
"K335950","女",38,16.800000,"CAT 50","WC95"
"K335960","女",33,23.133333,"CAT 50","BS110"
"K335990","女",22,54.933333,"CAT 50","CAS30"
"K336000","男",61,25.733333,"CAT 50","BS110"
"K336010","女",22,18.466667,"CAT 50","WC95"
"K336030","男",47,52.600000,"CAT 50","S50"
"K336040","女",48,23.833333,"CAT 50","BS110"
"K336050","男",18,31.100000,"CAT 50","S50"
"K336060","男",45,42.866667,"CAT 50","S50"
"K336070","男",56,24.933333,"CAT 50","BS110"
"K336080","男",31,22.800000,"CAT 50","S50"
"K336090","男",14,14.366667,"CAT 50","BS110"
"K336100","男",17,36.133333,"CAT 50","CAS30"
"K336120","女",34,18.466667,"CAT 50","WC95"
"K336140","男",19,55.766667,"CAT 100","S50"
"K336150","女",21,50.300000,"CAT 100","BS110"
"K336170","女",26,58.000000,"CAT 100","CAS30"
"K336180","男",13,42.133333,"CAT 100","BS110"
"K336200","男",12,36.766667,"CAT 100","BS110"
"K336210","男",20,23.300000,"CAT 100","BS110"
"K336250","男",28,37.166667,"CAT 100","CAS30"
"K336260","男",29,35.033333,"CAT 100","S50"
"K336270","女",38,17.066667,"CAT 100","WC95"
"K336290","女",31,38.633333,"CAT 100","BS110"
"K336300","女",68,21.333333,"CAT 100","CAS30"
"K336310","女",52,30.100000,"CAT 100","BS110"
"K336320","女",29,50.266667,"CAT 100","WC95"
"K336330","女",62,10.066667,"CAT 100","WC95"
"K336340","女",16,51.366667,"CAT 100","CAS30"
"K336350","男",47,25.266667,"CAT 100","BS110"
"K336370","男",27,55.066667,"CAT 100","BS110"
"K336380","男",31,34.966667,"CAT 100","BS110"
"K336390","男",29,52.000000,"CAT 100","S50"
"K336410","男",16,43.366667,"CAT 100","BS110"
"K336420","男",26,51.766667,"CAT 100","S50"
"K336430","女",48,41.233333,"CAT 100","WC95"
"K336440","女",36,13.433333,"CAT 100","WC95"
"K336450","女",22,26.533333,"CAT 100","WC95"
"K336460","女",19,41.500000,"CAT 100","BS110"
"K336470","女",29,35.600000,"CAT 100","BS110"
"K336480","男",20,23.866667,"CAT 100","CAS30"
"K336520","男",33,37.500000,"CAT 100","S50"
"K336530","男",18,34.500000,"CAT 100","BS110"
"K336540","男",30,57.866667,"CAT 100","BS110"
"K336550","女",40,37.466667,"CAT 100","WC95"
"K336560","男",27,58.200000,"CAT 100","BS110"
"K336570","女",19,25.166667,"CAT 100","WC95"
"K336580","女",27,27.633333,"CAT 100","CAS30"
"K336590","男",25,31.366667,"CAT 100","BS110"
"K336600","男",31,15.900000,"CAT 100","S50"
"K336630","男",24,12.866667,"CAT 100","S50"
"K336640","女",18,21.333333,"CAT 100","WC95"
"K336650","女",36,31.600000,"CAT 100","WC95"
"K336670","男",47,14.566667,"CAT 100","S50"
"K336680","女",22,31.733333,"CAT 100","WC95"
"K336690","女",53,19.966667,"CAT 100","CAS30"
"K336710","女",48,51.866667,"CAT 100","WC95"
"K336720","女",16,31.566667,"CAT 100","BS110"
"K336730","女",21,43.700000,"CAT 100","WC95"
"K336740","男",14,25.600000,"CAT 100","S50"
"K336750","女",70,31.366667,"CAT 100","BS110"
"K336760","女",36,18.433333,"CAT 100","WC95"
"K336770","男",22,18.433333,"CAT 100","S50"
"K336780","男",66,29.466667,"CAT 100","BS110"
"K336790","女",31,32.400000,"CAT 100","WC95"
"K336800","男",18,51.933333,"CAT 100","S50"
"K336810","男",37,33.066667,"CAT 100","S50"
"K336830","男",21,44.066667,"CAT 100","S50"
"K336850","女",58,31.400000,"CAT 100","WC95"
"K336860","男",43,28.466667,"CAT 100","BS110"
"K336880","女",26,35.666667,"CAT 100","BS110"
"K336890","男",15,33.533333,"CAT 100","S50"
"K336910","男",19,46.133333,"CAT 100","S50"
"K336920","女",42,40.566667,"CAT 100","BS110"
"K336940","男",36,19.600000,"CAT 100","S50"
"K336970","女",52,32.366667,"CAT 100","WC95"
"K336980","男",55,18.100000,"CAT 100","S50"
"K336990","男",23,56.766667,"CAT 100","S50"
"K337000","女",25,9.666667,"CAT 100","WC95"
"K337020","女",41,45.733333,"CAT 100","WC95"
"K337030","男",23,46.500000,"CAT 100","BS110"
"K337040","女",21,40.866667,"CAT 100","WC95"
"K337050","女",38,12.700000,"CAT 100","WC95"
"K337070","男",47,44.900000,"CAT 100","S50"
"K337080","女",24,22.933333,"CAT 100","WC95"
"K337090","男",42,37.000000,"CAT 100","S50"
"K337100","女",38,40.366667,"CAT 100","WC95"
"K337110","男",17,34.600000,"CAT 100","BS110"
"K337120","女",36,9.800000,"CAT 100","WC95"
"K337130","男",33,40.300000,"CAT 100","CAS30"
"K337140","女",21,40.266667,"CAT 100","BS110"
"K337150","女",24,14.566667,"CAT 100","WC95"
"K337160","女",31,50.333333,"CAT 100","BS110"
"K337170","女",22,12.000000,"CAT 100","WC95"
"K337190","男",19,19.400000,"CAT 100","S50"
"K337200","女",14,44.133333,"CAT 100","WC95"
"K337210","男",64,46.300000,"CAT 100","S50"
"K337220","男",29,42.000000,"CAT 100","S50"
"K337230","女",58,57.366667,"CAT 100","WC95"
"K337240","女",27,28.233333,"CAT 100","WC95"
"K337250","女",16,33.133333,"CAT 100","CAS30"
"K337260","男",16,40.466667,"CAT 100","BS110"
"K337290","女",35,34.400000,"CAT 100","BS110"
"K337300","男",27,18.266667,"CAT 100","S50"
"K337320","女",50,27.966667,"CAT 100","WC95"
"K337330","女",45,34.466667,"CAT 100","WC95"
"K337340","男",25,12.833333,"CAT 100","S50"
"K337350","女",33,15.100000,"CAT 100","BS110"
"K337370","男",41,10.466667,"CAT 100","S50"
"K337380","男",16,43.733333,"CAT 100","BS110"
"K337390","女",25,28.700000,"CAT 100","WC95"
"K337400","女",31,47.666667,"CAT 100","WC95"
"K337420","女",20,33.266667,"CAT 100","WC95"
"K337430","男",38,50.266667,"CAT 100","S50"
"K337440","男",14,9.800000,"CAT 100","S50"
"K337470","男",69,11.366667,"CAT 100","S50"
"K337480","女",29,52.666667,"CAT 100","WC95"
"K337500","男",35,56.666667,"CAT 100","BS110"
"K337520","男",24,39.166667,"CAT 100","S50"
"K337530","女",34,45.900000,"CAT 100","WC95"
"K337540","女",23,58.200000,"CAT 100","BS110"
"K337550","男",54,57.733333,"CAT 100","BS110"
"K337570","男",45,36.133333,"CAT 100","BS110"
"K337580","女",13,52.366667,"CAT 100","WC95"
"K337590","男",15,27.700000,"CAT 100","BS110"
"K337610","男",21,31.133333,"CAT 100","BS110"
"K337620","男",25,56.900000,"CAT 100","S50"
"K337630","男",42,53.166667,"CAT 100","S50"
"K337640","女",29,40.166667,"CAT 100","WC95"
"K337650","男",20,49.700000,"CAT 100","BS110"
"K337670","男",21,47.700000,"CAT 100","S50"
"K337680","男",17,46.566667,"CAT 100","BS110"
"K337690","男",28,45.500000,"CAT 100","S50"
"K337700","女",27,20.000000,"CAT 100","CAS30"
"K337720","女",21,32.700000,"CAT 100","WC95"
"K337730","女",12,54.400000,"CAT 100","BS110"
"K337740","男",65,36.800000,"CAT 100","S50"
"K337760","女",26,26.900000,"CAT 100","WC95"
"K337770","男",28,23.233333,"CAT 100","S50"
"K337790","男",20,49.433333,"CAT 100","BS110"
"K337800","女",39,57.500000,"CAT 100","WC95"
"K337810","女",45,27.366667,"CAT 100","CAS30"
"K337820","男",53,53.566667,"CAT 100","S50"
"K337830","男",22,54.166667,"CAT 100","S50"
"K337850","女",47,24.633333,"CAT 100","WC95"
"K337870","女",25,55.300000,"CAT 100","WC95"
"K337880","男",56,45.966667,"CAT 100","S50"
"K337890","女",24,21.833333,"CAT 100","WC95"
"K337900","女",57,10.066667,"CAT 100","WC95"
"K337910","男",28,42.633333,"CAT 100","BS110"
"K337920","男",66,41.700000,"CAT 100","S50"
"K337930","男",17,42.566667,"CAT 100","S50"
"K337940","男",24,41.533333,"CAT 100","BS110"
"K337980","男",43,48.433333,"CAT 100","S50"
"K337990","女",16,41.233333,"CAT 100","WC95"
"K338010","女",15,24.600000,"CAT 100","WC95"
"K338020","女",32,18.866667,"CAT 100","BS110"
"K338030","女",28,30.266667,"CAT 100","WC95"
"K338060","女",24,39.933333,"CAT 100","WC95"
"K338070","男",22,56.466667,"CAT 100","S50"
"K338080","男",42,41.933333,"CAT 100","BS110"
"K338090","女",23,29.933333,"CAT 100","BS110"
"K338110","女",37,55.200000,"CAT 100","BS110"
"K338140","男",31,23.600000,"CAT 100","S50"
"K338150","男",41,35.000000,"CAT 100","S50"
"K338160","男",12,35.766667,"CAT 100","S50"
"K338230","男",30,45.800000,"CAT 100","BS110"
"K338240","男",28,52.800000,"CAT 100","S50"
"K338260","男",21,37.666667,"CAT 100","BS110"
"K338270","女",20,13.333333,"CAT 100","WC95"
"K338280","男",29,55.366667,"CAT 100","BS110"
"K338290","男",25,31.466667,"CAT 100","BS110"
"K338310","女",14,32.766667,"CAT 100","WC95"
"K338320","男",31,43.766667,"CAT 100","S50"
"K338330","女",15,44.466667,"CAT 100","BS110"
"K338340","男",24,29.400000,"CAT 100","BS110"
"K338350","女",37,44.333333,"CAT 100","BS110"
"K338360","男",30,27.133333,"CAT 100","S50"
"K338370","女",32,26.666667,"CAT 100","WC95"
"K338380","女",25,36.100000,"CAT 100","WC95"
"K338390","女",39,40.566667,"CAT 100","WC95"
"K338400","女",17,34.200000,"CAT 100","WC95"
"K338410","女",32,28.266667,"CAT 100","WC95"
"K338420","女",26,38.766667,"CAT 100","WC95"
"K338430","女",23,55.633333,"CAT 100","WC95"
"K338450","女",28,36.300000,"CAT 100","WC95"
"K338460","男",39,28.966667,"CAT 100","BS110"
"K338470","女",33,22.900000,"CAT 100","BS110"
"K338500","女",22,41.733333,"CAT 100","WC95"
"K338510","男",14,49.466667,"CAT 100","S50"
"K338520","男",17,17.533333,"CAT 100","BS110"
"K338530","男",48,49.266667,"CAT 100","S50"
"K338540","男",38,50.333333,"CAT 100","BS110"
"K338560","男",36,57.000000,"CAT 100","S50"
"K338570","女",18,48.433333,"CAT 100","WC95"
"K338580","男",55,48.466667,"CAT 100","S50"
"K338590","男",39,32.200000,"CAT 100","BS110"
"K338600","男",16,14.933333,"CAT 100","BS110"
"K338610","男",47,32.166667,"CAT 100","BS110"
"K338630","男",28,40.700000,"CAT 100","S50"
"K338640","男",44,55.733333,"CAT 100","S50"
"K338660","男",22,17.133333,"CAT 100","BS110"
"K338710","男",19,43.400000,"CAT 100","BS110"
"K338720","男",30,54.533333,"CAT 100","BS110"
"K338730","女",23,26.566667,"CAT 100","BS110"
"K338760","女",36,39.933333,"CAT 100","WC95"
"K338780","男",40,53.366667,"CAT 100","BS110"
"K338800","女",17,13.400000,"CAT 100","WC95"
"K338810","女",22,12.300000,"CAT 100","WC95"
"K338830","女",18,47.866667,"CAT 100","WC95"
"K338840","女",15,12.000000,"CAT 100","WC95"
"K338850","女",21,25.266667,"CAT 100","WC95"
"K338860","女",41,13.933333,"CAT 100","WC95"
"K338880","男",13,23.533333,"CAT 100","S50"
"K338890","女",16,17.500000,"CAT 100","BS110"
"K338900","女",14,52.800000,"CAT 100","WC95"
"K338910","女",13,28.966667,"CAT 100","WC95"
"K338920","女",69,37.366667,"CAT 100","WC95"
"K338930","男",44,33.300000,"CAT 100","S50"
"K338940","男",38,44.933333,"CAT 100","CAS30"
"K338950","男",33,19.900000,"CAT 100","S50"
"K338970","女",46,30.433333,"CAT 100","WC95"
"K338980","女",17,13.333333,"CAT 100","WC95"
"K339000","女",50,46.800000,"CAT 100","BS110"
"K339010","女",26,19.133333,"CAT 100","BS110"
"K339020","男",15,14.800000,"CAT 100","S50"
"K339030","男",33,19.966667,"CAT 100","BS110"
"K339060","男",43,16.566667,"CAT 100","S50"
"K339070","男",33,53.833333,"CAT 100","CAS30"
"K339080","女",32,55.600000,"CAT 100","BS110"
"K339090","女",38,22.033333,"CAT 100","WC95"
"K339100","男",28,20.266667,"CAT 100","S50"
"K339110","女",32,52.700000,"CAT 100","WC95"
"K339140","女",35,14.000000,"CAT 100","CAS30"
"K339150","男",16,45.133333,"CAT 100","BS110"
"K339160","男",25,38.733333,"CAT 100","S50"
"K339170","女",39,10.733333,"CAT 100","BS110"
"K339200","男",27,47.500000,"CAT 100","S50"
"K339220","女",47,37.766667,"CAT 100","BS110"
"K339240","男",53,43.300000,"CAT 100","S50"
"K339250","男",31,28.000000,"CAT 100","S50"
"K339260","男",49,16.033333,"CAT 100","S50"
"K339270","女",50,25.200000,"CAT 100","WC95"
"K339280","女",33,50.700000,"CAT 100","CAS30"
"K339290","女",41,41.900000,"CAT 100","BS110"
"K339300","女",13,10.766667,"CAT 100","BS110"
"K339310","女",26,15.466667,"CAT 100","WC95"
"K339330","女",16,41.400000,"CAT 100","WC95"
"K339370","男",32,17.866667,"CAT 100","S50"
"K339400","女",33,41.300000,"CAT 100","WC95"
"K339410","女",31,48.666667,"CAT 100","BS110"
"K339420","女",47,35.533333,"CAT 100","WC95"
"K339440","女",31,15.100000,"CAT 100","BS110"
"K339450","女",21,52.700000,"CAT 100","WC95"
"K339460","女",13,42.200000,"CAT 100","BS110"
"K339470","男",17,35.266667,"CAT 100","BS110"
"K339480","女",24,10.133333,"CAT 100","WC95"
"K339500","女",30,47.966667,"CAT 100","BS110"
"K339520","女",49,44.066667,"CAT 100","WC95"
"K339530","男",25,40.433333,"CAT 100","S50"
"K339540","女",60,38.966667,"CAT 100","CAS30"
"K339550","女",47,36.600000,"CAT 100","WC95"
"K339570","男",59,23.966667,"CAT 100","S50"
"K339590","女",19,54.933333,"CAT 100","WC95"
"K339600","男",62,53.800000,"CAT 100","S50"
"K339610","女",26,48.866667,"CAT 100","CAS30"
"K339630","女",22,28.100000,"CAT 100","BS110"
"K339640","男",16,38.766667,"CAT 100","BS110"
"K339660","女",13,35.266667,"CAT 100","CAS30"
"K339670","女",47,45.933333,"CAT 100","WC95"
"K339680","男",39,11.300000,"CAT 100","S50"
"K339690","女",45,27.533333,"CAT 100","BS110"
"K339700","男",21,54.966667,"CAT 100","BS110"
"K339710","女",26,41.266667,"CAT 100","WC95"
"K339720","女",12,34.666667,"CAT 100","WC95"
"K339730","女",23,10.700000,"CAT 100","BS110"
"K339740","男",19,23.833333,"CAT 100","BS110"
"K339770","男",37,45.700000,"CAT 100","S50"
"K339780","女",35,36.733333,"CAT 100","WC95"
"K339800","男",23,56.333333,"CAT 100","BS110"
"K339870","男",32,55.600000,"CAT 100","S50"
"K339890","女",23,49.633333,"CAT 100","WC95"
"K339900","女",32,44.966667,"CAT 100","WC95"
"K339910","女",35,37.066667,"CAT 100","BS110"
"K339920","男",21,24.633333,"CAT 100","S50"
"K339930","男",26,31.233333,"CAT 100","S50"
"K339950","男",32,13.533333,"CAT 100","BS110"
"K339960","男",23,20.866667,"CAT 100","S50"
"K339970","男",19,29.000000,"CAT 100","S50"
"K339990","男",45,10.066667,"CAT 100","BS110"
"K340010","女",14,28.333333,"CAT 100","WC95"
"K340020","女",12,11.900000,"CAT 100","BS110"
"K340040","女",26,53.700000,"CAT 100","WC95"
"K340050","女",60,52.100000,"CAT 100","WC95"
"K340060","女",44,11.400000,"CAT 100","BS110"
"K340070","女",28,46.800000,"CAT 100","WC95"
"K340080","男",31,52.633333,"CAT 100","S50"
"K340090","女",19,53.333333,"CAT 100","BS110"
"K340100","女",26,9.900000,"CAT 100","WC95"
"K340110","女",24,46.700000,"CAT 100","WC95"
"K340120","女",14,9.700000,"CAT 100","WC95"
"K340130","女",44,44.233333,"CAT 100","WC95"
"K340140","男",35,19.266667,"CAT 100","S50"
"K340160","男",40,27.333333,"CAT 100","S50"
"K340170","男",45,42.866667,"CAT 100","S50"
