Time,Date,Username
'17:31:46','24/02/2001','user_2817275'
'08:36:45','20/02/2001','user_4550434'
'22:44:37','21/02/2001','user_454599'
'18:46:15','19/02/2001','user_386257'
'12:13:52','25/02/2001','user_1167006'
'05:20:43','24/02/2001','user_2372817'
'10:56:10','23/02/2001','user_490550'
'00:03:41','22/02/2001','user_3066049'
'03:55:03','20/02/2001','user_1355251'
'07:33:24','18/02/2001','user_2539865'
'22:15:08','25/02/2001','user_1015185'
'00:54:11','22/02/2001','user_133574'
'07:29:02','24/02/2001','user_2870096'
'08:39:34','24/02/2001','user_3863352'
'09:21:32','22/02/2001','user_992638'
'12:31:18','20/02/2001','user_166122'
'17:54:11','19/02/2001','user_2250423'
'22:52:18','18/02/2001','user_4699182'
'22:32:48','20/02/2001','user_2195888'
'18:39:08','22/02/2001','user_3236874'
'08:04:17','24/02/2001','user_2451959'
'17:01:58','23/02/2001','user_2319107'
'06:16:59','20/02/2001','user_3234153'
'08:50:07','22/02/2001','user_2579852'
'12:10:15','20/02/2001','user_328095'
'06:11:08','20/02/2001','user_4987319'
'13:11:03','20/02/2001','user_330907'
'14:19:09','22/02/2001','user_1575591'
'07:29:26','20/02/2001','user_4308800'
'21:34:25','20/02/2001','user_2415087'
'07:49:10','24/02/2001','user_634650'
'15:54:04','18/02/2001','user_4182387'
'12:20:50','25/02/2001','user_4353403'
'02:49:10','21/02/2001','user_3378457'
'21:34:08','25/02/2001','user_3626084'
'23:48:19','25/02/2001','user_4547792'
'05:15:35','23/02/2001','user_1196695'
'13:02:49','23/02/2001','user_4922160'
'02:11:05','19/02/2001','user_2190934'
'20:05:37','19/02/2001','user_535653'
'09:48:37','25/02/2001','user_1675874'
'18:13:03','22/02/2001','user_1146572'
'16:43:07','18/02/2001','user_4609471'
'20:51:06','21/02/2001','user_3508448'
'15:19:44','24/02/2001','user_3429840'
'12:37:18','24/02/2001','user_4090898'
'02:40:55','25/02/2001','user_4726276'
'23:03:05','24/02/2001','user_4697616'
'16:53:10','24/02/2001','user_3529548'
'01:06:13','18/02/2001','user_1204197'
'00:17:03','21/02/2001','user_188474'
'17:59:02','20/02/2001','user_3501047'
'19:54:49','22/02/2001','user_4514151'
'18:42:55','22/02/2001','user_1234981'
'01:01:24','24/02/2001','user_3508448'
'21:43:46','18/02/2001','user_3756920'
'07:08:36','22/02/2001','user_504220'
'10:05:30','22/02/2001','user_3938560'
'09:08:45','22/02/2001','user_2046192'
'22:52:35','24/02/2001','user_3209691'
'08:17:06','18/02/2001','user_55547'
'06:16:32','18/02/2001','user_3495909'
'03:14:55','23/02/2001','user_2055341'
'08:51:40','23/02/2001','user_4291226'
'00:26:42','25/02/2001','user_3646485'
'06:25:33','22/02/2001','user_2677745'
'08:04:45','24/02/2001','user_3684174'
'11:47:09','22/02/2001','user_1401847'
'04:07:42','24/02/2001','user_4471828'
'12:32:50','21/02/2001','user_2579852'
'13:15:01','22/02/2001','user_4551793'
'22:42:44','25/02/2001','user_1366536'
'14:11:38','24/02/2001','user_277988'
'15:48:45','21/02/2001','user_1215636'
'14:46:47','24/02/2001','user_531446'
'06:43:06','19/02/2001','user_3851749'
'19:50:13','22/02/2001','user_984879'
'02:37:50','20/02/2001','user_2770388'
'07:34:57','18/02/2001','user_2076087'
'07:14:34','20/02/2001','user_411931'
'04:48:36','23/02/2001','user_3634610'
'20:00:05','24/02/2001','user_4527991'
'13:53:26','23/02/2001','user_2084497'
'02:57:49','25/02/2001','user_1608727'
'12:13:48','19/02/2001','user_4363183'
'21:02:51','21/02/2001','user_896363'
'02:11:33','25/02/2001','user_219532'
'11:28:40','21/02/2001','user_1318498'
'04:04:18','22/02/2001','user_1066831'
'05:09:21','22/02/2001','user_2536223'
'15:11:24','23/02/2001','user_2959476'
'00:39:22','24/02/2001','user_348554'
'14:25:11','25/02/2001','user_3574464'
'20:49:08','18/02/2001','user_318182'
'14:44:11','23/02/2001','user_903499'
'19:55:14','23/02/2001','user_3625613'
'03:40:18','21/02/2001','user_2046255'
'08:24:23','21/02/2001','user_3604786'
'20:56:44','24/02/2001','user_3301578'
'19:50:35','19/02/2001','user_2284012'
'02:40:02','24/02/2001','user_4334412'
'10:57:30','23/02/2001','user_1922605'
'05:00:22','25/02/2001','user_700198'
'13:51:03','22/02/2001','user_4110653'
'11:52:42','24/02/2001','user_1960178'
'19:03:29','24/02/2001','user_3646485'
'19:16:07','22/02/2001','user_1343992'
'07:58:32','18/02/2001','user_2565757'
'10:52:59','23/02/2001','user_4941523'
'05:38:14','25/02/2001','user_4809211'
'10:34:05','25/02/2001','user_1281271'
'12:56:04','24/02/2001','user_2117945'
'03:35:01','24/02/2001','user_1376904'
'05:16:10','19/02/2001','user_461477'
'14:26:35','18/02/2001','user_4436660'
'23:07:14','24/02/2001','user_4928790'
'04:09:39','25/02/2001','user_3868094'
'22:18:28','18/02/2001','user_2536223'
'05:44:10','25/02/2001','user_4388178'
'00:13:41','19/02/2001','user_2019782'
'19:40:32','24/02/2001','user_128086'
'03:41:21','25/02/2001','user_1911337'
'02:53:49','20/02/2001','user_4749390'
'11:39:02','21/02/2001','user_4942055'
'00:47:08','24/02/2001','user_2451959'
'09:34:31','21/02/2001','user_2902364'
'01:42:57','25/02/2001','user_1281271'
'09:29:34','25/02/2001','user_4061323'
'17:30:52','18/02/2001','user_4550434'
'16:16:02','20/02/2001','user_2959476'
'07:58:47','24/02/2001','user_330907'
'10:24:39','22/02/2001','user_2302832'
'06:28:51','19/02/2001','user_3014534'
'12:14:39','22/02/2001','user_1240065'
'05:16:12','19/02/2001','user_4523252'
'21:12:16','22/02/2001','user_1009862'
'20:30:29','19/02/2001','user_4315779'
'16:58:27','24/02/2001','user_1912206'
'20:39:29','22/02/2001','user_3878153'
'22:30:33','21/02/2001','user_1559908'
'09:17:49','25/02/2001','user_307946'
'18:47:37','18/02/2001','user_1500862'
'15:09:46','20/02/2001','user_3850570'
'06:59:31','21/02/2001','user_1657502'
'11:53:21','25/02/2001','user_3431906'
'21:33:36','20/02/2001','user_531446'
'22:37:17','24/02/2001','user_4554015'
'18:38:58','23/02/2001','user_3060855'
'01:47:38','21/02/2001','user_2319107'
'12:48:10','23/02/2001','user_2090486'
'02:34:29','22/02/2001','user_4854132'
'11:06:40','22/02/2001','user_979177'
'05:07:36','23/02/2001','user_3779014'
'08:49:38','22/02/2001','user_933432'
'22:21:53','20/02/2001','user_4837949'
'09:03:06','25/02/2001','user_4613002'
'21:07:50','22/02/2001','user_3431906'
'19:30:14','19/02/2001','user_1713368'
'18:17:27','25/02/2001','user_3770277'
'23:24:18','21/02/2001','user_2869659'
'06:42:53','21/02/2001','user_927429'
'00:21:19','21/02/2001','user_1240355'
'17:53:11','22/02/2001','user_3190298'
'01:39:48','20/02/2001','user_4922160'
'01:53:46','24/02/2001','user_3989938'
'07:48:00','21/02/2001','user_2695555'
'20:33:17','19/02/2001','user_2958307'
'13:39:05','22/02/2001','user_4207463'
'13:33:18','22/02/2001','user_542586'
'02:27:00','22/02/2001','user_678323'
'05:00:31','21/02/2001','user_4135257'
'07:18:09','21/02/2001','user_1359476'
'08:44:13','18/02/2001','user_1045448'
'14:50:13','19/02/2001','user_2698657'
'11:57:24','23/02/2001','user_4961143'
'21:55:47','25/02/2001','user_4961143'
'22:26:27','25/02/2001','user_3557239'
'11:34:47','23/02/2001','user_1641920'
'20:36:40','23/02/2001','user_4173761'
'04:50:20','20/02/2001','user_3552745'
'08:58:06','21/02/2001','user_672523'
'04:20:27','24/02/2001','user_1422146'
'20:26:15','18/02/2001','user_7024'
'22:48:39','24/02/2001','user_3281552'
'22:15:18','25/02/2001','user_3772340'
'16:53:01','18/02/2001','user_2742728'
'15:28:53','20/02/2001','user_292033'
'21:35:09','23/02/2001','user_889110'
'13:22:00','24/02/2001','user_772440'
'13:54:51','24/02/2001','user_1711388'
'05:23:43','20/02/2001','user_4486264'
'14:26:10','20/02/2001','user_4486264'
'03:35:32','20/02/2001','user_3244158'
'21:18:49','22/02/2001','user_266409'
'09:16:21','21/02/2001','user_1711388'
'18:53:33','23/02/2001','user_3571150'
'19:48:05','23/02/2001','user_2800217'
'02:59:44','24/02/2001','user_4961143'
'10:32:28','24/02/2001','user_4210997'
'02:53:13','23/02/2001','user_1876423'
'06:07:17','22/02/2001','user_3595111'
'07:28:02','24/02/2001','user_507276'
'09:11:57','24/02/2001','user_507276'
'15:51:13','22/02/2001','user_2999832'
'14:42:48','20/02/2001','user_391014'
'23:54:33','24/02/2001','user_437141'
'00:45:40','25/02/2001','user_437141'
'19:36:14','24/02/2001','user_1559383'
'09:39:24','18/02/2001','user_3209092'
'14:14:40','25/02/2001','user_2999832'
'02:38:55','24/02/2001','user_3551641'
'10:43:12','20/02/2001','user_2707723'
'05:25:25','21/02/2001','user_4542055'
'23:22:33','22/02/2001','user_2759637'
'23:25:46','24/02/2001','user_1593402'
'21:03:43','22/02/2001','user_4726808'
'12:38:16','22/02/2001','user_2386287'
'15:03:54','20/02/2001','user_3413655'
'05:18:47','21/02/2001','user_2121778'
'14:54:41','21/02/2001','user_712298'
'05:50:09','22/02/2001','user_1472413'
'22:16:20','25/02/2001','user_1201292'
'09:25:15','18/02/2001','user_368492'
'14:45:11','23/02/2001','user_1378394'
'22:32:09','25/02/2001','user_2534934'
'05:20:27','24/02/2001','user_780518'
'05:17:48','25/02/2001','user_3766221'
'03:16:36','25/02/2001','user_4049917'
'12:44:28','25/02/2001','user_144637'
'03:14:47','22/02/2001','user_625698'
'06:49:19','25/02/2001','user_3281629'
'16:25:43','20/02/2001','user_2229369'
'11:37:30','25/02/2001','user_135270'
'09:19:13','22/02/2001','user_363091'
'09:57:08','22/02/2001','user_363091'
'18:15:14','21/02/2001','user_672523'
'00:27:50','25/02/2001','user_839119'
'13:59:09','24/02/2001','user_2624004'
'19:41:40','24/02/2001','user_2019194'
'09:29:32','24/02/2001','user_665376'
'19:11:48','25/02/2001','user_2595226'
'07:43:46','19/02/2001','user_772440'
'06:50:08','21/02/2001','user_1985542'
'09:43:00','21/02/2001','user_4560159'
'20:07:46','23/02/2001','user_4520227'
'19:45:34','19/02/2001','user_171933'
'17:18:16','22/02/2001','user_171933'
'06:05:27','23/02/2001','user_3001682'
'17:18:21','18/02/2001','user_49161'
'23:30:04','24/02/2001','user_2484302'
'02:59:14','21/02/2001','user_4018938'
'13:48:05','25/02/2001','user_3766221'
'07:11:24','24/02/2001','user_1953322'
'08:45:00','24/02/2001','user_1953322'
'11:14:35','24/02/2001','user_461503'
'00:16:51','21/02/2001','user_2592045'
'14:53:24','20/02/2001','user_190895'
'19:51:19','22/02/2001','user_9064'
'22:28:57','25/02/2001','user_9064'
'13:31:36','24/02/2001','user_2572079'
'06:29:29','23/02/2001','user_3461172'
'06:40:52','22/02/2001','user_4829763'
'09:07:57','18/02/2001','user_2183421'
'11:36:22','20/02/2001','user_4363791'
'02:35:30','23/02/2001','user_2951340'
'21:11:26','25/02/2001','user_2951340'
'15:31:50','22/02/2001','user_2506901'
'14:27:04','20/02/2001','user_3441142'
'13:15:38','23/02/2001','user_2590047'
'03:01:11','25/02/2001','user_7199'
'14:12:04','22/02/2001','user_3907333'
'04:43:25','23/02/2001','user_1927984'
'09:18:43','19/02/2001','user_3909747'
'13:37:24','22/02/2001','user_1378394'
'00:41:59','19/02/2001','user_1500407'
'02:13:13','19/02/2001','user_1500407'
'04:53:20','22/02/2001','user_4770024'
'00:40:19','18/02/2001','user_3281552'
'06:49:18','22/02/2001','user_3764723'
'02:33:32','20/02/2001','user_865015'
'17:15:53','21/02/2001','user_3541265'
'08:35:59','25/02/2001','user_3268425'
'19:13:12','19/02/2001','user_2218564'
'02:35:06','19/02/2001','user_1927984'
'06:56:55','24/02/2001','user_318609'
'01:44:55','24/02/2001','user_2004205'
'22:07:35','25/02/2001','user_514242'
'17:00:37','18/02/2001','user_3367272'
'19:09:12','21/02/2001','user_786162'
'19:42:27','23/02/2001','user_1829726'
'14:07:58','24/02/2001','user_416681'
'00:08:59','23/02/2001','user_4458192'
'20:03:20','19/02/2001','user_1314897'
'16:12:44','20/02/2001','user_1566028'
'18:58:23','22/02/2001','user_7199'
'17:21:26','25/02/2001','user_509820'
'15:32:40','21/02/2001','user_2463878'
'19:30:26','22/02/2001','user_2629286'
'20:29:42','20/02/2001','user_3846203'
'07:01:37','20/02/2001','user_2588664'
'10:11:25','22/02/2001','user_4022585'
'10:17:32','25/02/2001','user_1314897'
'00:34:29','24/02/2001','user_2223652'
'16:55:58','19/02/2001','user_2463878'
'09:46:43','21/02/2001','user_1641920'
'06:11:02','25/02/2001','user_2200867'
'23:25:38','25/02/2001','user_1370061'
'14:55:15','23/02/2001','user_4379220'
'19:33:41','24/02/2001','user_3441142'
'13:27:42','23/02/2001','user_3057947'
'01:22:59','21/02/2001','user_160161'
'21:48:36','25/02/2001','user_3548543'
'12:56:49','20/02/2001','user_732658'
'21:55:47','23/02/2001','user_3075351'
'07:39:47','21/02/2001','user_1357920'
'09:40:26','22/02/2001','user_4388046'
'21:29:26','21/02/2001','user_3832738'
'15:10:00','25/02/2001','user_3832738'
'12:24:04','23/02/2001','user_1244878'
'00:52:20','22/02/2001','user_293119'
'21:14:45','20/02/2001','user_2566394'
'20:05:25','19/02/2001','user_1401174'
'09:10:44','25/02/2001','user_525334'
'23:57:43','21/02/2001','user_2018846'
'19:22:38','18/02/2001','user_4270985'
'10:23:36','20/02/2001','user_1274925'
'22:21:12','21/02/2001','user_1723408'
'02:55:35','23/02/2001','user_183246'
'11:31:59','24/02/2001','user_183246'
'04:02:09','24/02/2001','user_3573312'
'17:21:57','24/02/2001','user_3429490'
'01:12:36','23/02/2001','user_3968689'
'21:08:11','18/02/2001','user_2293453'
'08:39:04','24/02/2001','user_2999832'
'22:06:13','22/02/2001','user_4467653'
'22:11:38','24/02/2001','user_1797402'
'12:36:55','23/02/2001','user_3162983'
'03:40:20','20/02/2001','user_3037177'
'21:42:50','22/02/2001','user_953278'
'06:25:42','25/02/2001','user_3867056'
'14:10:44','25/02/2001','user_3867056'
'02:59:30','18/02/2001','user_2018846'
'05:45:06','25/02/2001','user_4135257'
'19:10:56','20/02/2001','user_4262588'
'19:22:19','20/02/2001','user_2506901'
'11:50:55','21/02/2001','user_2506901'
'05:12:03','19/02/2001','user_672523'
'13:02:54','22/02/2001','user_672523'
'20:48:13','25/02/2001','user_1934656'
'08:55:42','25/02/2001','user_3907333'
'15:53:35','21/02/2001','user_2442073'
'01:10:43','19/02/2001','user_1958123'
'06:31:26','25/02/2001','user_2141385'
'15:05:15','25/02/2001','user_716897'
'08:53:35','19/02/2001','user_1548657'
'16:27:49','24/02/2001','user_1666476'
'09:53:34','25/02/2001','user_4438784'
'17:28:35','21/02/2001','user_3623693'
'02:24:58','20/02/2001','user_108377'
'18:43:13','24/02/2001','user_812571'
'21:09:13','24/02/2001','user_3506404'
'01:55:40','25/02/2001','user_2923569'
'22:05:34','23/02/2001','user_2195917'
'07:35:59','23/02/2001','user_525334'
'00:56:20','20/02/2001','user_51530'
'21:17:28','25/02/2001','user_391014'
'18:18:11','24/02/2001','user_2463878'
'20:52:07','23/02/2001','user_774877'
'01:37:17','21/02/2001','user_508755'
'17:05:52','23/02/2001','user_508755'
'06:31:53','21/02/2001','user_2731818'
'18:54:44','24/02/2001','user_4022585'
'17:32:27','22/02/2001','user_304856'
'01:22:40','19/02/2001','user_69879'
'12:01:36','24/02/2001','user_103831'
'10:58:20','21/02/2001','user_1934549'
'18:28:51','21/02/2001','user_304856'
'16:49:08','25/02/2001','user_4082068'
'07:25:07','24/02/2001','user_1711388'
'06:30:22','25/02/2001','user_4770024'
'01:32:56','25/02/2001','user_2923569'
'07:00:31','25/02/2001','user_3909747'
'08:27:12','20/02/2001','user_4678506'
'20:34:12','25/02/2001','user_4678506'
'07:48:45','25/02/2001','user_1735790'
'18:09:12','23/02/2001','user_1570657'
'19:34:57','25/02/2001','user_889110'
'09:44:34','20/02/2001','user_4270985'
'05:34:45','22/02/2001','user_3109112'
'22:28:02','20/02/2001','user_2358959'
'21:40:31','23/02/2001','user_2358959'
'00:42:27','24/02/2001','user_4539916'
'15:17:17','25/02/2001','user_4793794'
'04:06:04','23/02/2001','user_4018938'
'04:38:24','23/02/2001','user_4018938'
'08:22:01','19/02/2001','user_3212004'
'09:21:05','24/02/2001','user_2707723'
'11:53:28','25/02/2001','user_4377509'
'19:43:33','18/02/2001','user_2148303'
'19:56:57','20/02/2001','user_1095603'
'06:06:21','23/02/2001','user_4776879'
'01:23:44','24/02/2001','user_3001682'
'02:35:08','24/02/2001','user_2871828'
'08:14:57','20/02/2001','user_3282779'
'19:56:31','18/02/2001','user_4638279'
'13:49:54','19/02/2001','user_4834285'
'06:37:58','25/02/2001','user_542586'
'13:26:19','20/02/2001','user_3613958'
'04:06:43','24/02/2001','user_471311'
'01:44:12','23/02/2001','user_2649753'
'23:34:25','19/02/2001','user_3876341'
'05:54:25','19/02/2001','user_69879'
'14:51:25','25/02/2001','user_4206093'
'12:48:25','24/02/2001','user_3651408'
'07:09:06','18/02/2001','user_2025319'
'14:54:40','19/02/2001','user_2025319'
'20:21:41','25/02/2001','user_3256983'
'01:19:48','19/02/2001','user_3248739'
'19:35:14','22/02/2001','user_4126166'
'14:34:03','20/02/2001','user_4126166'
'22:50:37','24/02/2001','user_2257684'
'03:58:27','18/02/2001','user_786162'
'08:44:02','20/02/2001','user_2512503'
'19:36:36','23/02/2001','user_3833001'
'19:59:29','18/02/2001','user_20336'
'20:30:45','22/02/2001','user_4761316'
'13:53:21','25/02/2001','user_3008815'
'02:17:57','25/02/2001','user_2649753'
'22:06:47','20/02/2001','user_1521709'
'05:00:53','25/02/2001','user_266935'
'19:54:32','24/02/2001','user_2759637'
'20:46:05','24/02/2001','user_3506404'
'18:28:00','25/02/2001','user_1564906'
'07:14:08','21/02/2001','user_351731'
'04:25:39','23/02/2001','user_1512661'
'08:44:10','22/02/2001','user_3967911'
'23:46:08','20/02/2001','user_2754174'
'11:10:55','24/02/2001','user_1641920'
'15:31:51','24/02/2001','user_2407319'
'18:51:07','22/02/2001','user_2759637'
'04:30:02','21/02/2001','user_889110'
'02:05:12','22/02/2001','user_2557413'
'22:55:30','25/02/2001','user_2617423'
'22:05:10','25/02/2001','user_1040891'
'11:40:47','23/02/2001','user_410720'
'11:30:23','24/02/2001','user_1183602'
'17:29:47','19/02/2001','user_1045448'
'12:37:58','23/02/2001','user_978379'
'20:55:05','24/02/2001','user_2748152'
'05:08:53','25/02/2001','user_3406670'
'07:05:45','20/02/2001','user_2825168'
'10:12:01','25/02/2001','user_4049917'
'11:02:40','25/02/2001','user_3292266'
'12:01:25','25/02/2001','user_3292266'
'10:39:00','21/02/2001','user_2707723'
'20:17:39','23/02/2001','user_2499196'
'01:55:17','20/02/2001','user_3876341'
'19:22:02','18/02/2001','user_1616220'
'13:50:28','24/02/2001','user_2512503'
'05:17:47','19/02/2001','user_1446220'
'11:47:26','22/02/2001','user_1370061'
'18:30:55','23/02/2001','user_3318093'
'00:45:34','22/02/2001','user_4543075'
'10:41:47','25/02/2001','user_1932416'
'17:46:56','23/02/2001','user_4981416'
'09:07:20','23/02/2001','user_763224'
'00:34:37','21/02/2001','user_4049917'
'18:15:43','20/02/2001','user_1680902'
'07:24:15','23/02/2001','user_1075696'
'12:33:21','25/02/2001','user_2735183'
'00:18:43','23/02/2001','user_3907333'
'19:50:08','23/02/2001','user_4363791'
'18:02:48','25/02/2001','user_4770024'
'18:39:31','24/02/2001','user_2978551'
'21:08:59','20/02/2001','user_4388046'
'05:44:35','18/02/2001','user_3740961'
'16:14:02','18/02/2001','user_2200078'
'18:32:14','21/02/2001','user_4173761'
'22:52:38','22/02/2001','user_1593402'
'14:51:54','18/02/2001','user_2953833'
'10:02:55','22/02/2001','user_4260999'
'14:52:43','20/02/2001','user_3944342'
'23:22:10','20/02/2001','user_4135257'
'13:15:17','21/02/2001','user_712298'
'17:04:56','21/02/2001','user_712298'
'03:41:29','21/02/2001','user_2095067'
'00:45:21','18/02/2001','user_681330'
'05:22:03','25/02/2001','user_2811176'
'22:31:41','23/02/2001','user_975665'
'09:59:34','25/02/2001','user_526360'
'20:36:16','25/02/2001','user_1314897'
'05:05:56','21/02/2001','user_4560159'
'01:50:51','23/02/2001','user_2763167'
'03:09:21','24/02/2001','user_2512503'
'12:06:44','20/02/2001','user_2284170'
'21:31:59','25/02/2001','user_3886179'
'15:20:31','22/02/2001','user_416681'
'02:36:31','23/02/2001','user_410720'
'06:55:53','24/02/2001','user_4809418'
'02:36:09','20/02/2001','user_437141'
'19:22:44','25/02/2001','user_2650732'
'18:13:22','21/02/2001','user_3099190'
'08:58:56','24/02/2001','user_3099190'
'11:46:17','22/02/2001','user_3322261'
'19:47:11','25/02/2001','user_772440'
'16:37:09','21/02/2001','user_416681'
'15:39:08','25/02/2001','user_2025319'
'02:06:24','22/02/2001','user_514242'
'13:33:50','24/02/2001','user_4237823'
'10:43:08','23/02/2001','user_4543075'
'02:16:16','23/02/2001','user_4467653'
'22:06:29','24/02/2001','user_3136057'
'01:08:16','25/02/2001','user_4776788'
'20:26:35','24/02/2001','user_4078698'
'09:27:18','25/02/2001','user_1233924'
'13:11:12','23/02/2001','user_453299'
'20:35:13','23/02/2001','user_4614172'
'19:56:56','20/02/2001','user_996501'
'20:54:15','24/02/2001','user_3075351'
'23:15:49','25/02/2001','user_3846203'
'02:23:41','19/02/2001','user_2634844'
'16:22:47','25/02/2001','user_3876341'
'01:58:00','20/02/2001','user_3774112'
'11:25:17','20/02/2001','user_2006083'
'14:29:57','25/02/2001','user_416681'
'02:47:14','25/02/2001','user_4377509'
'16:04:57','25/02/2001','user_4960808'
'20:17:46','22/02/2001','user_479975'
'00:16:27','24/02/2001','user_1341338'
'16:06:05','22/02/2001','user_3084309'
'20:22:41','20/02/2001','user_975665'
'01:59:31','20/02/2001','user_4002329'
'21:18:03','24/02/2001','user_2638598'
'15:20:07','24/02/2001','user_4815564'
'23:54:19','18/02/2001','user_2566394'
'01:47:46','22/02/2001','user_4494209'
'05:55:21','23/02/2001','user_4139467'
'16:49:46','22/02/2001','user_108377'
'03:55:07','22/02/2001','user_2782814'
'05:50:21','22/02/2001','user_1012034'
'17:05:16','21/02/2001','user_946708'
'18:50:58','22/02/2001','user_747522'
'07:22:22','21/02/2001','user_1376918'
'12:14:47','22/02/2001','user_4167642'
'02:05:47','18/02/2001','user_3967911'
'17:54:43','25/02/2001','user_3930289'
'01:33:45','25/02/2001','user_2759637'
'07:41:37','24/02/2001','user_3213115'
'10:38:03','25/02/2001','user_674646'
'08:02:52','25/02/2001','user_3115994'
'16:37:22','23/02/2001','user_2463878'
'12:03:27','20/02/2001','user_3732907'
'15:26:16','18/02/2001','user_1267208'
'00:54:11','20/02/2001','user_468694'
'03:23:23','23/02/2001','user_4252955'
'01:45:34','23/02/2001','user_4654790'
'14:56:09','20/02/2001','user_3712115'
'21:41:07','18/02/2001','user_20336'
'07:05:08','22/02/2001','user_716897'
'14:29:21','24/02/2001','user_2736681'
'15:14:44','24/02/2001','user_2736681'
'08:27:34','22/02/2001','user_68215'
'18:34:23','21/02/2001','user_1776782'
'17:00:35','23/02/2001','user_3076356'
'13:24:23','22/02/2001','user_2484303'
'06:50:47','25/02/2001','user_2484303'
'23:55:29','18/02/2001','user_823974'
'03:54:14','19/02/2001','user_4560159'
'12:12:58','19/02/2001','user_3548543'
'13:42:15','19/02/2001','user_3906212'
'19:34:33','23/02/2001','user_2756210'
'12:24:06','25/02/2001','user_1492436'
'05:05:16','24/02/2001','user_1376918'
'03:54:21','25/02/2001','user_27982'
'18:59:13','20/02/2001','user_1221530'
'23:34:50','23/02/2001','user_1336219'
'02:54:26','24/02/2001','user_4242801'
'01:19:49','20/02/2001','user_2763167'
'10:43:31','24/02/2001','user_2372122'
'19:20:04','25/02/2001','user_1314897'
'09:21:16','19/02/2001','user_1314897'
'03:03:19','20/02/2001','user_774877'
'13:03:20','19/02/2001','user_1641920'
'09:24:58','22/02/2001','user_1735788'
'04:14:57','19/02/2001','user_2284170'
'19:06:50','25/02/2001','user_67534'
'11:31:08','24/02/2001','user_3867469'
'17:00:31','24/02/2001','user_3867469'
'13:01:02','24/02/2001','user_3075351'
'12:53:26','22/02/2001','user_2384037'
'13:05:40','23/02/2001','user_2474309'
'19:00:04','18/02/2001','user_4086672'
'21:09:11','23/02/2001','user_1735790'
'09:49:18','24/02/2001','user_4899122'
'17:31:27','24/02/2001','user_4960808'
'15:58:36','18/02/2001','user_2768120'
'04:59:04','23/02/2001','user_3475696'
'08:12:48','25/02/2001','user_4347112'
'04:09:06','24/02/2001','user_2496662'
'17:07:33','22/02/2001','user_665376'
'22:00:47','23/02/2001','user_4542055'
'16:07:09','18/02/2001','user_1182743'
'18:07:34','22/02/2001','user_4541231'
'20:11:58','25/02/2001','user_3759943'
'23:38:37','23/02/2001','user_240709'
'01:03:41','23/02/2001','user_2629286'
'05:29:34','24/02/2001','user_2749250'
'07:40:26','20/02/2001','user_4270985'
'03:17:58','22/02/2001','user_1876423'
'20:48:51','25/02/2001','user_1876423'
'00:05:09','23/02/2001','user_3772340'
'20:32:31','23/02/2001','user_2955347'
'09:10:24','25/02/2001','user_1044823'
'11:48:50','21/02/2001','user_2223715'
'05:24:11','23/02/2001','user_4887298'
'07:59:52','18/02/2001','user_3394901'
'01:09:59','25/02/2001','user_2006083'
'15:24:26','21/02/2001','user_2545424'
'18:41:24','22/02/2001','user_1760011'
'13:29:18','23/02/2001','user_2442073'
'11:53:24','24/02/2001','user_2442073'
'14:39:44','23/02/2001','user_1040891'
'14:21:25','23/02/2001','user_2135939'
'14:29:12','21/02/2001','user_904908'
'07:40:21','20/02/2001','user_507276'
'20:47:01','25/02/2001','user_4135257'
'09:27:15','22/02/2001','user_3867056'
'10:45:50','24/02/2001','user_4379220'
'07:54:40','23/02/2001','user_1444439'
'05:46:30','24/02/2001','user_625293'
'08:56:35','19/02/2001','user_1175172'
'16:44:13','25/02/2001','user_4560159'
'00:16:13','19/02/2001','user_2512503'
'10:42:51','23/02/2001','user_2860358'
'06:50:34','24/02/2001','user_2041522'
'17:02:52','18/02/2001','user_2588664'
'19:35:04','24/02/2001','user_4135257'
'23:04:43','20/02/2001','user_786162'
'01:03:03','20/02/2001','user_1934549'
'05:42:52','23/02/2001','user_171933'
'05:11:42','24/02/2001','user_3704494'
'12:42:09','25/02/2001','user_4038786'
'23:53:41','18/02/2001','user_2931497'
'11:24:52','21/02/2001','user_4242463'
'11:50:58','24/02/2001','user_1914530'
'05:18:11','25/02/2001','user_795442'
'19:22:16','24/02/2001','user_4321286'
'23:08:26','20/02/2001','user_2217864'
'03:29:32','25/02/2001','user_3159176'
'09:28:31','25/02/2001','user_2006083'
'17:50:33','24/02/2001','user_3446964'
'01:04:14','24/02/2001','user_547241'
'18:37:46','24/02/2001','user_1735788'
'21:22:06','25/02/2001','user_1175172'
'18:30:45','18/02/2001','user_526360'
'07:56:40','23/02/2001','user_1318759'
'15:33:41','18/02/2001','user_1896281'
'05:26:43','23/02/2001','user_2742728'
'12:33:36','23/02/2001','user_2600619'
'05:28:47','24/02/2001','user_3441142'
'00:58:45','21/02/2001','user_2148303'
'01:57:30','21/02/2001','user_870867'
'15:21:09','18/02/2001','user_932769'
'09:14:45','19/02/2001','user_437141'
'21:34:00','22/02/2001','user_437141'
'18:27:42','23/02/2001','user_1934549'
'09:08:21','23/02/2001','user_548655'
'14:50:50','25/02/2001','user_548655'
'05:33:22','22/02/2001','user_2421856'
'00:17:25','23/02/2001','user_2923569'
'05:07:29','25/02/2001','user_1896281'
'13:10:11','23/02/2001','user_4363791'
'09:30:34','25/02/2001','user_4363791'
